financialsDate,effectiveTaxRate,earningsBeforeInterestAndTaxes,symbol,financialsYear,company,sector
"1999-12-31",0.29996,1637.7,"AMGN",1999,"Amgen","Health Care"
"2000-12-31",0.32001,1760.98488,"AMGN",2000,"Amgen","Health Care"
"2001-12-31",0.336,2002.9106,"AMGN",2001,"Amgen","Health Care"
"2002-12-31",0.30613,2208.6,"AMGN",2002,"Amgen","Health Care"
"2003-12-31",0.28792,3781.9256,"AMGN",2003,"Amgen","Health Care"
"2004-12-31",0.26944,3901.67,"AMGN",2004,"Amgen","Health Care"
"2005-12-31",0.23474,4848,"AMGN",2005,"Amgen","Health Care"
"2006-12-31",0.20377,5071,"AMGN",2006,"Amgen","Health Care"
"2007-12-31",0.1745,4575,"AMGN",2007,"Amgen","Health Care"
"2008-12-31",0.20076,5214,"AMGN",2008,"Amgen","Health Care"
"2009-12-31",0.16708,5973,"AMGN",2009,"Amgen","Health Care"
"2010-12-31",0.19118,6066.1,"AMGN",2010,"Amgen","Health Care"
"2011-12-31",0.1036,5502,"AMGN",2011,"Amgen","Health Care"
"1999-12-31",0.41841,200.8,"APH",1999,"Amphenol","Industrials"
"2000-12-31",0.37703,287.30461,"APH",2000,"Amphenol","Industrials"
"2001-12-31",0.38155,243.6795,"APH",2001,"Amphenol","Industrials"
"2002-12-31",0.345,174,"APH",2002,"Amphenol","Industrials"
"2003-12-31",0.34062,241.4546,"APH",2003,"Amphenol","Industrials"
"2004-12-31",0.34,276.6154,"APH",2004,"Amphenol","Industrials"
"2005-12-31",0.33015,343.3,"APH",2005,"Amphenol","Industrials"
"2006-12-31",0.31684,445.3,"APH",2006,"Amphenol","Industrials"
"2007-12-31",0.295,552.9,"APH",2007,"Amphenol","Industrials"
"2008-12-31",0.28,632.2,"APH",2008,"Amphenol","Industrials"
"2009-12-31",0.2672,488.9,"APH",2009,"Amphenol","Industrials"
"2010-12-31",0.243,700.4,"APH",2010,"Amphenol","Industrials"
"2011-12-31",0.2622,752,"APH",2011,"Amphenol","Industrials"
"1999-12-31",0.59378,383,"APC",1999,"Anadarko Petroleum","Energy"
"2000-12-31",0.4418,2132.25,"APC",2000,"Anadarko Petroleum","Energy"
"2001-12-31",0.30251,3177.04,"APC",2001,"Anadarko Petroleum","Energy"
"2002-12-31",0.31649,1678,"APC",2002,"Anadarko Petroleum","Energy"
"2003-12-31",0.37183,3941.8912,"APC",2003,"Anadarko Petroleum","Energy"
"2004-12-31",0.35365,2952.1817,"APC",2004,"Anadarko Petroleum","Energy"
"2005-12-31",0.36688,4149,"APC",2005,"Anadarko Petroleum","Energy"
"2006-12-31",0.34025,4775,"APC",2006,"Anadarko Petroleum","Energy"
"2007-12-31",0.40307,7833,"APC",2007,"Anadarko Petroleum","Energy"
"2008-12-31",0.3902,6139,"APC",2008,"Anadarko Petroleum","Energy"
"2009-12-31",0,647,"APC",2009,"Anadarko Petroleum","Energy"
"2010-12-31",0.53626,2615,"APC",2010,"Anadarko Petroleum","Energy"
"2011-12-31",0,-2331,"APC",2011,"Anadarko Petroleum","Energy"
"1999-10-31",0.23577,385.5,"ADI",1999,"Analog Devices","Information Technology"
"2000-10-31",0.29869,923.776,"ADI",2000,"Analog Devices","Information Technology"
"2001-10-31",0.31149,727.4744,"ADI",2001,"Analog Devices","Information Technology"
"2002-10-31",0.23334,246.1,"ADI",2002,"Analog Devices","Information Technology"
"2003-10-31",0.21882,541.9203,"ADI",2003,"Analog Devices","Information Technology"
"2004-10-31",0.21069,547.4238,"ADI",2004,"Analog Devices","Information Technology"
"2005-10-31",0.21069,547.4,"ADI",2005,"Analog Devices","Information Technology"
"2006-10-31",0.24,571.7,"ADI",2006,"Analog Devices","Information Technology"
"2007-10-31",0.21157,625,"ADI",2007,"Analog Devices","Information Technology"
"2008-10-31",0.1871,338.4,"ADI",2008,"Analog Devices","Information Technology"
"2009-10-31",0.21026,916.6,"ADI",2009,"Analog Devices","Information Technology"
"2010-10-31",0.21026,916.6,"ADI",2010,"Analog Devices","Information Technology"
"2011-10-31",0.1995,833,"ADI",2011,"Analog Devices","Information Technology"
"2008-12-31",0.28042,1028,"AON",2008,"Aon","Financials"
"2009-12-31",0.2824,1021,"AON",2009,"Aon","Financials"
"2010-12-31",0.28234,1226,"AON",2010,"Aon","Financials"
"2011-12-31",0.2731,1606,"AON",2011,"Aon","Financials"
"1999-12-31",0.41709,869.5,"APA",1999,"Apache","Energy"
"2000-12-31",0.40134,1890.36816,"APA",2000,"Apache","Energy"
"2001-12-31",0.39538,2294.8438,"APA",2001,"Apache","Energy"
"2002-12-31",0.38347,1110.6,"APA",2002,"Apache","Energy"
"2003-12-31",0.39891,3291.4807,"APA",2003,"Apache","Energy"
"2004-12-31",0.37288,2990.554,"APA",2004,"Apache","Energy"
"2005-12-31",0.37623,4829.5,"APA",2005,"Apache","Energy"
"2006-12-31",0.36341,4794.3,"APA",2006,"Apache","Energy"
"2007-12-31",0.39812,4892.5,"APA",2007,"Apache","Energy"
"2008-12-31",0.05334,4298.5,"APA",2008,"Apache","Energy"
"2009-12-31",0.39978,3386.8,"APA",2009,"Apache","Energy"
"2010-12-31",0.42374,5684,"APA",2010,"Apache","Energy"
"2011-12-31",0.4336,8649,"APA",2011,"Apache","Energy"
"1999-12-31",0,0,"AIV",1999,"Apartment Investment & Mgmt","Financials"
"2002-12-31",0,0,"AIV",2002,"Apartment Investment & Mgmt","Financials"
"2005-12-31",0,0,"AIV",2005,"Apartment Investment & Mgmt","Financials"
"2006-12-31",0,0,"AIV",2006,"Apartment Investment & Mgmt","Financials"
"2007-12-31",0,0,"AIV",2007,"Apartment Investment & Mgmt","Financials"
"2000-08-31",0.40825,141.4,"APOL",2000,"Apollo Group","Consumer Discretionary"
"2001-08-31",0.38429,192.375,"APOL",2001,"Apollo Group","Consumer Discretionary"
"2002-08-31",0.394,289.0272,"APOL",2002,"Apollo Group","Consumer Discretionary"
"2003-08-31",0.38525,387.3,"APOL",2003,"Apollo Group","Consumer Discretionary"
"2004-08-31",0.40442,614.6931,"APOL",2004,"Apollo Group","Consumer Discretionary"
"2005-08-31",0.40442,571.4931,"APOL",2005,"Apollo Group","Consumer Discretionary"
"2006-08-31",0.39065,732.7,"APOL",2006,"Apollo Group","Consumer Discretionary"
"2007-08-31",0.37907,670.2,"APOL",2007,"Apollo Group","Consumer Discretionary"
"2008-08-31",0.37804,625.7,"APOL",2008,"Apollo Group","Consumer Discretionary"
"2009-08-31",0.39206,749.5,"APOL",2009,"Apollo Group","Consumer Discretionary"
"2010-08-31",0.40445,1120,"APOL",2010,"Apollo Group","Consumer Discretionary"
"2011-08-31",0.42239,1373.3,"APOL",2011,"Apollo Group","Consumer Discretionary"
"2012-08-31",0.3857,1373,"APOL",2012,"Apollo Group","Consumer Discretionary"
"2000-09-27",0.25759,704,"AAPL",2000,"Apple","Information Technology"
"2001-09-27",0.25759,704.1006,"AAPL",2001,"Apple","Information Technology"
"2002-09-27",0.25949,163.9915,"AAPL",2002,"Apple","Information Technology"
"2003-09-27",0.26214,25,"AAPL",2003,"Apple","Information Technology"
"2004-09-27",0.26214,137.7954,"AAPL",2004,"Apple","Information Technology"
"2005-09-27",0.30909,1650.1403,"AAPL",2005,"Apple","Information Technology"
"2006-09-27",0.30909,1650,"AAPL",2006,"Apple","Information Technology"
"2007-09-27",0.30192,4409,"AAPL",2007,"Apple","Information Technology"
"2008-09-27",0.29891,6275,"AAPL",2008,"Apple","Information Technology"
"2009-09-27",0.28557,7658,"AAPL",2009,"Apple","Information Technology"
"2010-09-27",0.24417,18385,"AAPL",2010,"Apple","Information Technology"
"2011-09-27",0.24216,33790,"AAPL",2011,"Apple","Information Technology"
"2012-09-27",0.2516,55241,"AAPL",2012,"Apple","Information Technology"
"1999-10-30",0.31718,1257.3,"AMAT",1999,"Applied Materials","Information Technology"
"2000-10-30",0.29995,3148.60048,"AMAT",2000,"Applied Materials","Information Technology"
"2001-10-30",0.2934,1538.2635,"AMAT",2001,"Applied Materials","Information Technology"
"2002-10-30",0.20999,295.4,"AMAT",2002,"Applied Materials","Information Technology"
"2003-10-30",0.2951,595.9286,"AMAT",2003,"Applied Materials","Information Technology"
"2004-10-30",0.27372,1957.882,"AMAT",2004,"Applied Materials","Information Technology"
"2005-10-30",0.235,1448,"AMAT",2005,"Applied Materials","Information Technology"
"2006-10-30",0.30926,2232.7,"AMAT",2006,"Applied Materials","Information Technology"
"2007-10-30",0.299,2398,"AMAT",2007,"Applied Materials","Information Technology"
"2008-10-30",0.318,1373.5,"AMAT",2008,"Applied Materials","Information Technology"
"2009-10-30",0,-237.8,"AMAT",2009,"Applied Materials","Information Technology"
"2010-10-30",0.19008,2398,"AMAT",2010,"Applied Materials","Information Technology"
"2011-10-30",0.2822,1000,"AMAT",2011,"Applied Materials","Information Technology"
"1999-12-31",0.14816,1094.4,"ADM",1999,"Archer-Daniels-Midland","Consumer Staples"
"2000-12-31",0.2656,1273.2639,"ADM",2000,"Archer-Daniels-Midland","Consumer Staples"
"2001-12-31",0.31187,1423.162,"ADM",2001,"Archer-Daniels-Midland","Consumer Staples"
"2002-12-31",0.291,779.5,"ADM",2002,"Archer-Daniels-Midland","Consumer Staples"
"2003-12-31",0.23068,1681.0401,"ADM",2003,"Archer-Daniels-Midland","Consumer Staples"
"2004-12-31",0.23068,995.4401,"ADM",2004,"Archer-Daniels-Midland","Consumer Staples"
"2005-12-31",0.321,1350.5,"ADM",2005,"Archer-Daniels-Midland","Consumer Staples"
"2006-12-31",0.3099,2042,"ADM",2006,"Archer-Daniels-Midland","Consumer Staples"
"2007-12-31",0.3099,2042,"ADM",2007,"Archer-Daniels-Midland","Consumer Staples"
"2008-12-31",0.31465,2475,"ADM",2008,"Archer-Daniels-Midland","Consumer Staples"
"2009-12-31",0.29993,2957,"ADM",2009,"Archer-Daniels-Midland","Consumer Staples"
"2010-12-31",0.33068,2689,"ADM",2010,"Archer-Daniels-Midland","Consumer Staples"
"2011-12-31",0.312,2042,"ADM",2011,"Archer-Daniels-Midland","Consumer Staples"
"1999-12-31",0.37956,55.2,"AIZ",1999,"Assurant","Financials"
"2000-12-31",0,30.38756,"AIZ",2000,"Assurant","Financials"
"2001-12-31",0,30.1677,"AIZ",2001,"Assurant","Financials"
"2005-12-31",0.26884,0,"AIZ",2005,"Assurant","Financials"
"2006-12-31",0.34668,0,"AIZ",2006,"Assurant","Financials"
"2007-12-31",0.35339,0,"AIZ",2007,"Assurant","Financials"
"2010-12-31",0.53964,7403,"AIZ",2010,"Assurant","Financials"
"2011-12-31",0.2365,7125,"AIZ",2011,"Assurant","Financials"
"1999-12-31",0.37407,19804,"T",1999,"AT&T","Telecommunications Services"
"2000-12-31",0.70102,21575.787,"T",2000,"AT&T","Telecommunications Services"
"2001-12-31",0,15622.0645,"T",2001,"AT&T","Telecommunications Services"
"2002-12-31",0.55959,5798,"T",2002,"AT&T","Telecommunications Services"
"2003-12-31",0.30335,8728.9312,"T",2003,"AT&T","Telecommunications Services"
"2004-12-31",0.31114,6409.6262,"T",2004,"AT&T","Telecommunications Services"
"2005-12-31",0.32129,7380,"T",2005,"AT&T","Telecommunications Services"
"2006-12-31",0.32626,11550,"T",2006,"AT&T","Telecommunications Services"
"2007-12-31",0.34234,28519,"T",2007,"AT&T","Telecommunications Services"
"2008-12-31",0.35351,23063,"T",2008,"AT&T","Telecommunications Services"
"2009-12-31",0.32402,21492,"T",2009,"AT&T","Telecommunications Services"
"2010-12-31",0.393,19676,"T",2010,"AT&T","Telecommunications Services"
"2011-12-31",0.3357,22589,"T",2011,"AT&T","Telecommunications Services"
"2000-01-31",0.32,145.9,"ADSK",2000,"Autodesk","Information Technology"
"2001-01-31",0.32552,234.16863,"ADSK",2001,"Autodesk","Information Technology"
"2002-01-31",0.30028,194.7094,"ADSK",2002,"Autodesk","Information Technology"
"2003-01-31",0.27,51.2,"ADSK",2003,"Autodesk","Information Technology"
"2004-01-31",0.029,132.653,"ADSK",2004,"Autodesk","Information Technology"
"2005-01-31",0.2,261.6086,"ADSK",2005,"Autodesk","Information Technology"
"2006-01-31",0.19203,378.4,"ADSK",2006,"Autodesk","Information Technology"
"2007-01-31",0.20955,349.7,"ADSK",2007,"Autodesk","Information Technology"
"2008-01-31",0.24213,445.6,"ADSK",2008,"Autodesk","Information Technology"
"2009-01-31",0.27287,244.5,"ADSK",2009,"Autodesk","Information Technology"
"2010-01-31",0.31523,65.6,"ADSK",2010,"Autodesk","Information Technology"
"2011-01-31",0.22059,271.4,"ADSK",2011,"Autodesk","Information Technology"
"2012-01-31",0.2138,354,"ADSK",2012,"Autodesk","Information Technology"
"2000-06-30",0.34801,1619.4,"ADP",2000,"Automatic Data Processing","Information Technology"
"2001-06-30",0.38073,1937.55936,"ADP",2001,"Automatic Data Processing","Information Technology"
"2002-06-30",0.384,1952.0883,"ADP",2002,"Automatic Data Processing","Information Technology"
"2003-06-30",0.38114,1518.1,"ADP",2003,"Automatic Data Processing","Information Technology"
"2004-06-30",0.374,1744.8525,"ADP",2004,"Automatic Data Processing","Information Technology"
"2005-06-30",0.371,1643.5937,"ADP",2005,"Automatic Data Processing","Information Technology"
"2006-06-30",0.38474,1678.5,"ADP",2006,"Automatic Data Processing","Information Technology"
"2007-06-30",0.37099,1506.5,"ADP",2007,"Automatic Data Processing","Information Technology"
"2008-06-30",0.37099,1506.5,"ADP",2008,"Automatic Data Processing","Information Technology"
"2009-06-30",0.36552,1830,"ADP",2009,"Automatic Data Processing","Information Technology"
"2010-06-30",0.35201,1770.6,"ADP",2010,"Automatic Data Processing","Information Technology"
"2011-06-30",0.35201,1770.6,"ADP",2011,"Automatic Data Processing","Information Technology"
"2012-06-30",0.3511,1825,"ADP",2012,"Automatic Data Processing","Information Technology"
"1999-12-31",0.35987,586.1,"AN",1999,"AutoNation","Consumer Discretionary"
"2000-12-31",0.3751,855.2984,"AN",2000,"AutoNation","Consumer Discretionary"
"2001-12-31",0.38872,666.6432,"AN",2001,"AutoNation","Consumer Discretionary"
"2002-12-31",0.38252,641.1,"AN",2002,"AutoNation","Consumer Discretionary"
"2003-12-31",0.35939,804.3156,"AN",2003,"AutoNation","Consumer Discretionary"
"2004-12-31",0.3864,769.644,"AN",2004,"AutoNation","Consumer Discretionary"
"2005-12-31",0.36507,807.5,"AN",2005,"AutoNation","Consumer Discretionary"
"2006-12-31",0.38866,796.5,"AN",2006,"AutoNation","Consumer Discretionary"
"2007-12-31",0.37296,706.5,"AN",2007,"AutoNation","Consumer Discretionary"
"2008-12-31",0.4002,486.1,"AN",2008,"AutoNation","Consumer Discretionary"
"2009-12-31",0.36636,388,"AN",2009,"AutoNation","Consumer Discretionary"
"2010-12-31",0.383,498,"AN",2010,"AutoNation","Consumer Discretionary"
"2011-12-31",0.3809,571,"AN",2011,"AutoNation","Consumer Discretionary"
"1999-12-31",0.38512,630,"AZO",1999,"AutoZone","Consumer Discretionary"
"2000-12-31",0.34468,636.96604,"AZO",2000,"AutoZone","Consumer Discretionary"
"2001-12-31",0.38053,889.2536,"AZO",2001,"AutoZone","Consumer Discretionary"
"2002-12-31",0.37864,917.8,"AZO",2002,"AutoZone","Consumer Discretionary"
"2003-12-31",0.37499,1105.4157,"AZO",2003,"AutoZone","Consumer Discretionary"
"2004-12-31",0.37048,1016.2885,"AZO",2004,"AutoZone","Consumer Discretionary"
"2005-12-31",0.3689,1009.9,"AZO",2005,"AutoZone","Consumer Discretionary"
"2006-12-31",0.3637,1055.3,"AZO",2006,"AutoZone","Consumer Discretionary"
"2007-12-31",0.3631,1124.1,"AZO",2007,"AutoZone","Consumer Discretionary"
"2008-12-31",0.3644,1176.1,"AZO",2008,"AutoZone","Consumer Discretionary"
"2009-12-31",0.36381,1319.4,"AZO",2009,"AutoZone","Consumer Discretionary"
"2010-12-31",0.35891,1494.8,"AZO",2010,"AutoZone","Consumer Discretionary"
"2011-12-31",0.3589,1495,"AZO",2011,"AutoZone","Consumer Discretionary"
"1999-12-31",0,0,"AVB",1999,"AvalonBay","Financials"
"2002-12-31",0,0,"AVB",2002,"AvalonBay","Financials"
"2005-12-31",0,0,"AVB",2005,"AvalonBay","Financials"
"2006-12-31",0,0,"AVB",2006,"AvalonBay","Financials"
"2007-12-31",0,0,"AVB",2007,"AvalonBay","Financials"
"1999-12-28",0.34838,589.2,"AVY",1999,"Avery Dennison","Industrials"
"2000-12-28",0.33498,637.7553,"AVY",2000,"Avery Dennison","Industrials"
"2001-12-28",0.32351,565.7028,"AVY",2001,"Avery Dennison","Industrials"
"2002-12-28",0.29504,440.6,"AVY",2002,"Avery Dennison","Industrials"
"2003-12-28",0.27531,602.4689,"AVY",2003,"Avery Dennison","Industrials"
"2004-12-28",0.2511,467.1284,"AVY",2004,"Avery Dennison","Industrials"
"2005-12-28",0.22063,488.3,"AVY",2005,"Avery Dennison","Industrials"
"2006-12-28",0.17778,517.3,"AVY",2006,"Avery Dennison","Industrials"
"2007-12-28",0.19091,582.9,"AVY",2007,"Avery Dennison","Industrials"
"2008-12-28",0.01662,446.8,"AVY",2008,"Avery Dennison","Industrials"
"2009-12-28",0.12091,317.7,"AVY",2009,"Avery Dennison","Industrials"
"2010-12-28",0.11293,455.6,"AVY",2010,"Avery Dennison","Industrials"
"2011-12-28",0.337,351,"AVY",2011,"Avery Dennison","Industrials"
"1999-12-31",0.35497,783.6,"AVP",1999,"Avon Products","Consumer Staples"
"2000-12-31",0.30898,844.81393,"AVP",2000,"Avon Products","Consumer Staples"
"2001-12-31",0.34056,911.3702,"AVP",2001,"Avon Products","Consumer Staples"
"2002-12-31",0.34981,846.6,"AVP",2002,"Avon Products","Consumer Staples"
"2003-12-31",0.32099,1090.7774,"AVP",2003,"Avon Products","Consumer Staples"
"2004-12-31",0.2784,1134.1667,"AVP",2004,"Avon Products","Consumer Staples"
"2005-12-31",0.2399,1064.6,"AVP",2005,"Avon Products","Consumer Staples"
"2006-12-31",0.31756,674.8,"AVP",2006,"Avon Products","Consumer Staples"
"2007-12-31",0.33011,779.2,"AVP",2007,"Avon Products","Consumer Staples"
"2008-12-31",0.2929,1238.1,"AVP",2008,"Avon Products","Consumer Staples"
"2009-12-31",0.32196,920.1,"AVP",2009,"Avon Products","Consumer Staples"
"2010-12-31",0.37043,941.6,"AVP",2010,"Avon Products","Consumer Staples"
"2011-12-31",0.2911,938,"AVP",2011,"Avon Products","Consumer Staples"
"1999-12-31",0.34705,1044.2,"BHI",1999,"Baker Hughes","Energy"
"2000-12-31",0.31321,1076.06928,"BHI",2000,"Baker Hughes","Energy"
"2001-12-31",0.33817,1076.4938,"BHI",2001,"Baker Hughes","Energy"
"2002-12-31",0.41193,556,"BHI",2002,"Baker Hughes","Energy"
"2003-12-31",0.35013,956.9382,"BHI",2003,"Baker Hughes","Energy"
"2004-12-31",0.32325,820.8825,"BHI",2004,"Baker Hughes","Energy"
"2005-12-31",0.31645,1233.4,"BHI",2005,"Baker Hughes","Energy"
"2006-12-31",0.31601,1934.3,"BHI",2006,"Baker Hughes","Energy"
"2007-12-31",0.32915,2277.8,"BHI",2007,"Baker Hughes","Energy"
"2008-12-31",0.29495,2376,"BHI",2008,"Baker Hughes","Energy"
"2009-12-31",0.31097,750,"BHI",2009,"Baker Hughes","Energy"
"2010-12-31",0.36115,1551,"BHI",2010,"Baker Hughes","Energy"
"2011-12-31",0.2548,2915,"BHI",2011,"Baker Hughes","Energy"
"1999-12-31",0.37909,441.7,"BLL",1999,"Ball","Materials"
"2000-12-31",0.38833,444.52811,"BLL",2000,"Ball","Materials"
"2001-12-31",0.35746,398.2831,"BLL",2001,"Ball","Materials"
"2002-12-31",0.35641,311,"BLL",2002,"Ball","Materials"
"2003-12-31",0.28933,669.9042,"BLL",2003,"Ball","Materials"
"2004-12-31",0.31985,538.9117,"BLL",2004,"Ball","Materials"
"2005-12-31",0.26686,462.5,"BLL",2005,"Ball","Materials"
"2006-12-31",0.2945,470.1,"BLL",2006,"Ball","Materials"
"2007-12-31",0.26291,619.9,"BLL",2007,"Ball","Materials"
"2008-12-31",0.32552,636.6,"BLL",2008,"Ball","Materials"
"2009-12-31",0.30289,655.8,"BLL",2009,"Ball","Materials"
"2010-12-31",0.28991,753.6,"BLL",2010,"Ball","Materials"
"2011-12-31",0.3051,867,"BLL",2011,"Ball","Materials"
"1999-12-31",0.35322,33322,"BAC",1999,"Bank of America","Financials"
"2002-12-31",0.28805,31246,"BAC",2002,"Bank of America","Financials"
"2005-12-31",0.32741,60518,"BAC",2005,"Bank of America","Financials"
"2006-12-31",0.33904,83883,"BAC",2006,"Bank of America","Financials"
"2007-12-31",0.28398,82344,"BAC",2007,"Bank of America","Financials"
"2008-12-31",0.09485,79485,"BAC",2008,"Bank of America","Financials"
"2009-12-31",0,111115,"BAC",2009,"Bank of America","Financials"
"2010-12-31",0,95048,"BAC",2010,"Bank of America","Financials"
"2011-12-31",0,75107,"BAC",2011,"Bank of America","Financials"
"1999-12-31",0.34585,3531,"BK",1999,"The Bank of New York Mellon","Financials"
"2002-12-31",0.34257,3531,"BK",2002,"The Bank of New York Mellon","Financials"
"2005-12-31",0.33629,4806,"BK",2005,"The Bank of New York Mellon","Financials"
"2006-12-31",0.31982,4988,"BK",2006,"The Bank of New York Mellon","Financials"
"2007-12-31",0.32861,8273,"BK",2007,"The Bank of New York Mellon","Financials"
"2008-12-31",0.25939,9448,"BK",2008,"The Bank of New York Mellon","Financials"
"2009-12-31",0,3408,"BK",2009,"The Bank of New York Mellon","Financials"
"2010-12-31",0.28062,8848,"BK",2010,"The Bank of New York Mellon","Financials"
"2011-12-31",0.3044,9167,"BK",2011,"The Bank of New York Mellon","Financials"
"1999-12-31",0.31853,247.4,"BCR",1999,"Bard (C.R.)","Health Care"
"2000-12-31",0.30173,243.9336,"BCR",2000,"Bard (C.R.)","Health Care"
"2001-12-31",0.30112,266.395,"BCR",2001,"Bard (C.R.)","Health Care"
"2002-12-31",0.28068,252.2,"BCR",2002,"Bard (C.R.)","Health Care"
"2003-12-31",0.27454,332.9091,"BCR",2003,"Bard (C.R.)","Health Care"
"2004-12-31",0.265,363.134,"BCR",2004,"Bard (C.R.)","Health Care"
